caseNo,round,businessDate,scenario,expectedIntent,actualIntent,intentMatched,taskId,reportId,traceId,taskStatus,reportStatus,passed,wallClockDurationMs,taskDurationMs,toolInvocationCount,toolSuccessCount,toolCodes,markdownLength,gmv,orderCount,refundRate,negativeCount,productCandidateCount,adCost,adRoi,externalVisitors,errorMessage
184,7,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,355,320,tr_738a4ad5dcae4f1091874f90883ebec3,SUCCESS,SUCCESS,True,525.9,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
185,7,2018-08-05,daily_review,daily_review,daily_review,True,356,321,tr_117e0d311d4c40ce8edcb4d4ae543f26,SUCCESS,SUCCESS,True,764.2,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
186,7,2018-08-05,comment_risk,comment_risk,comment_risk,True,357,322,tr_422d1150e88d4c5d92bff70cc14b1e43,SUCCESS,SUCCESS,True,530.4,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
187,7,2018-08-05,product_optimization,product_optimization,product_optimization,True,358,323,tr_c447056d2bf747d7bee0da21c5780ed9,SUCCESS,SUCCESS,True,573.1,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
188,7,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,359,324,tr_32fd426e39ea4206a36c208d54033871,SUCCESS,SUCCESS,True,520.1,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
189,7,2018-08-06,daily_review,daily_review,daily_review,True,360,325,tr_d04f1ac42ff0476585f7ca1654b3f3b2,SUCCESS,SUCCESS,True,670.8,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
190,7,2018-08-06,comment_risk,comment_risk,comment_risk,True,361,326,tr_0bf40a800ad54781a811022ed4edf757,SUCCESS,SUCCESS,True,529.7,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
191,7,2018-08-06,product_optimization,product_optimization,product_optimization,True,362,327,tr_b301f2399cef460d98fbcdc3b3f07348,SUCCESS,SUCCESS,True,744.6,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
192,7,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,363,328,tr_bc802661f7da4cc29fc13572593c1aa9,SUCCESS,SUCCESS,True,601.7,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
193,7,2018-08-07,daily_review,daily_review,daily_review,True,364,329,tr_1f7a7e1c016743ad8b52bce71ff31afa,SUCCESS,SUCCESS,True,765.4,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
194,7,2018-08-07,comment_risk,comment_risk,comment_risk,True,365,330,tr_9bc2314c73be48e0aecef8cc83b06519,SUCCESS,SUCCESS,True,561.6,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
195,7,2018-08-07,product_optimization,product_optimization,product_optimization,True,366,331,tr_30e18c0d5bba4bc8a188c6af271cb4fe,SUCCESS,SUCCESS,True,527,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
196,7,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,367,332,tr_3f1f76f87beb43ceb43a057ab5446843,SUCCESS,SUCCESS,True,525.4,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
197,8,2018-08-01,daily_review,daily_review,daily_review,True,368,333,tr_881bda2175f94fb1b99182d05cf2b38c,SUCCESS,SUCCESS,True,797.2,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
198,8,2018-08-01,comment_risk,comment_risk,comment_risk,True,369,334,tr_da69cb07ff694a0cbac861d4bdebd977,SUCCESS,SUCCESS,True,507,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
199,8,2018-08-01,product_optimization,product_optimization,product_optimization,True,370,335,tr_7bf6288de3eb404196630941bc4833c3,SUCCESS,SUCCESS,True,777.7,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
200,8,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,371,336,tr_823e881332e34f29b89da8310acb9bef,SUCCESS,SUCCESS,True,647,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
201,8,2018-08-02,daily_review,daily_review,daily_review,True,372,337,tr_fc4c4094248e46369ba29e3738398516,SUCCESS,SUCCESS,True,869,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
202,8,2018-08-02,comment_risk,comment_risk,comment_risk,True,373,338,tr_a310cf3b7f7f40299ca34145c7908308,SUCCESS,SUCCESS,True,545.8,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
203,8,2018-08-02,product_optimization,product_optimization,product_optimization,True,374,339,tr_0261e353d50b4d178fb6d8b4f769fb58,SUCCESS,SUCCESS,True,552.8,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
204,8,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,375,340,tr_5098d5d04f2c42e6ad9d89eb538c70b1,SUCCESS,SUCCESS,True,542.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
205,8,2018-08-03,daily_review,daily_review,daily_review,True,376,341,tr_022cce6730de4206aee8d79978a3aec7,SUCCESS,SUCCESS,True,686.2,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
206,8,2018-08-03,comment_risk,comment_risk,comment_risk,True,377,342,tr_c7006e85f21c4512a4548645b8e85a1b,SUCCESS,SUCCESS,True,537.6,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
207,8,2018-08-03,product_optimization,product_optimization,product_optimization,True,378,343,tr_b32950e5fc4f44c7925c0a15cc42cc4a,SUCCESS,SUCCESS,True,762.7,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
208,8,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,379,344,tr_4fa9439ec9654786887ca8a7d7ebead5,SUCCESS,SUCCESS,True,662.6,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
209,8,2018-08-04,daily_review,daily_review,daily_review,True,380,345,tr_c80d91b23ffc4b3bbc1b156adf7b23b2,SUCCESS,SUCCESS,True,766.7,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
210,8,2018-08-04,comment_risk,comment_risk,comment_risk,True,381,346,tr_d718259190f84914a4eed1d2766e6000,SUCCESS,SUCCESS,True,506.4,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
211,8,2018-08-04,product_optimization,product_optimization,product_optimization,True,382,347,tr_af0169ec38664e97b198655b36a5bde8,SUCCESS,SUCCESS,True,544.2,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
212,8,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,383,348,tr_5fa94a1d182d4ec88e78cc64577c1f8c,SUCCESS,SUCCESS,True,515.7,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
213,8,2018-08-05,daily_review,daily_review,daily_review,True,384,349,tr_1e380d277442448caca3c66b2743d084,SUCCESS,SUCCESS,True,664.2,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
214,8,2018-08-05,comment_risk,comment_risk,comment_risk,True,385,350,tr_66e3c8e622544f79a71c284e098af8fb,SUCCESS,SUCCESS,True,492.5,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
215,8,2018-08-05,product_optimization,product_optimization,product_optimization,True,386,351,tr_67d0544d02d24444a4dae9afa34e8ca6,SUCCESS,SUCCESS,True,502.6,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
216,8,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,387,352,tr_1cca4337f3514737b729a99f40cfe375,SUCCESS,SUCCESS,True,767.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
217,8,2018-08-06,daily_review,daily_review,daily_review,True,388,353,tr_3311ef303cec444dbadfa2eb75563f9b,SUCCESS,SUCCESS,True,853.6,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
218,8,2018-08-06,comment_risk,comment_risk,comment_risk,True,389,354,tr_2cd13237e6084a039177ef94e5269904,SUCCESS,SUCCESS,True,560.5,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
219,8,2018-08-06,product_optimization,product_optimization,product_optimization,True,390,355,tr_f7064ae3ad554f0893a1eebd20128a5a,SUCCESS,SUCCESS,True,531.7,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
220,8,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,391,356,tr_00b224390fe14922989c3a36905f5bd8,SUCCESS,SUCCESS,True,515.8,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
221,8,2018-08-07,daily_review,daily_review,daily_review,True,392,357,tr_b02954806f3540b8a7477affe0653994,SUCCESS,SUCCESS,True,709,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
222,8,2018-08-07,comment_risk,comment_risk,comment_risk,True,393,358,tr_a2d3e1ff1dda42cdb2b6eb7e156e93c8,SUCCESS,SUCCESS,True,520.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
223,8,2018-08-07,product_optimization,product_optimization,product_optimization,True,394,359,tr_838c0086731a4057aa5e98d46793c42d,SUCCESS,SUCCESS,True,536.4,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
224,8,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,395,360,tr_3a9d384e4ebb42468d637e82840d9a45,SUCCESS,SUCCESS,True,783.6,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
225,9,2018-08-01,daily_review,daily_review,daily_review,True,396,361,tr_4fe06cd392544639b3178a0fda3b733f,SUCCESS,SUCCESS,True,792.9,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
226,9,2018-08-01,comment_risk,comment_risk,comment_risk,True,397,362,tr_cb1f805b116f4dc4bff89f8c7aabc4f5,SUCCESS,SUCCESS,True,821.4,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
227,9,2018-08-01,product_optimization,product_optimization,product_optimization,True,398,363,tr_223e09a2e494436cac22e72deb49f503,SUCCESS,SUCCESS,True,565.6,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
228,9,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,399,364,tr_6ccce95559794329a808793f1f7becef,SUCCESS,SUCCESS,True,628,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
229,9,2018-08-02,daily_review,daily_review,daily_review,True,400,365,tr_c767ce52fa544f39bc1b349960281ca3,SUCCESS,SUCCESS,True,650.5,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
230,9,2018-08-02,comment_risk,comment_risk,comment_risk,True,401,366,tr_63ab38d1c41f4d6589843f533fd0d644,SUCCESS,SUCCESS,True,523.1,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
231,9,2018-08-02,product_optimization,product_optimization,product_optimization,True,402,367,tr_c6175978136648539b7ad1a969e4ab34,SUCCESS,SUCCESS,True,491.6,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
232,9,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,403,368,tr_722b4ed43906415c94cd12ee972aaea2,SUCCESS,SUCCESS,True,524.9,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
233,9,2018-08-03,daily_review,daily_review,daily_review,True,404,369,tr_e35e653944ce42aab1b1b23592512587,SUCCESS,SUCCESS,True,684.3,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
234,9,2018-08-03,comment_risk,comment_risk,comment_risk,True,405,370,tr_9f7874a7958c4a57b2f9a8b18046cf2a,SUCCESS,SUCCESS,True,547.9,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
235,9,2018-08-03,product_optimization,product_optimization,product_optimization,True,406,371,tr_eb1965835e5d44a88394ada6f908bfc5,SUCCESS,SUCCESS,True,517.3,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
236,9,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,407,372,tr_99661b9edf3d4d0faaaf1984d2520af0,SUCCESS,SUCCESS,True,534.4,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
237,9,2018-08-04,daily_review,daily_review,daily_review,True,408,373,tr_3a2af64f71b24201a1d17c8151e262a8,SUCCESS,SUCCESS,True,698.1,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
238,9,2018-08-04,comment_risk,comment_risk,comment_risk,True,409,374,tr_9e01dcfe6dde435883797f092b6608a0,SUCCESS,SUCCESS,True,522.5,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
239,9,2018-08-04,product_optimization,product_optimization,product_optimization,True,410,375,tr_224baa2b0fc64232834e485161daf729,SUCCESS,SUCCESS,True,571.2,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
240,9,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,411,376,tr_c9a9125b5a7348c48d5d156931486ca0,SUCCESS,SUCCESS,True,551.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
241,9,2018-08-05,daily_review,daily_review,daily_review,True,412,377,tr_144f16e510d44e6392477152beb28231,SUCCESS,SUCCESS,True,1006.7,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
242,9,2018-08-05,comment_risk,comment_risk,comment_risk,True,413,378,tr_397b58ccf4904e7eb7b1afd0547dabae,SUCCESS,SUCCESS,True,671.4,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
243,9,2018-08-05,product_optimization,product_optimization,product_optimization,True,414,379,tr_fc2820196ec8400bb6742207985a593a,SUCCESS,SUCCESS,True,666.7,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
244,9,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,415,380,tr_30a89aefc88141978bc52f678eca9b73,SUCCESS,SUCCESS,True,523.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
245,9,2018-08-06,daily_review,daily_review,daily_review,True,416,381,tr_4cb3bb345a324113a33387fc0eb008e1,SUCCESS,SUCCESS,True,705.9,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
246,9,2018-08-06,comment_risk,comment_risk,comment_risk,True,417,382,tr_69b2d874e50d438fa2ef9706d82fd798,SUCCESS,SUCCESS,True,513.5,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
247,9,2018-08-06,product_optimization,product_optimization,product_optimization,True,418,383,tr_22742e8700e84ea9b6edcdd5126321b5,SUCCESS,SUCCESS,True,529.4,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
248,9,2018-08-06,ad_anomaly,ad_anomaly,ad_anomaly,True,419,384,tr_d8709d92f7f941a0b332fab64a9ecf18,SUCCESS,SUCCESS,True,550.5,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1060,65860.43,372,0.0415,0,0,,9.2969,,
249,9,2018-08-07,daily_review,daily_review,daily_review,True,420,385,tr_607a5335293d4f2ea6071ea5668d0412,SUCCESS,SUCCESS,True,995.8,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2958,62057.77,370,0.0763,51,10,,9.0897,,
250,9,2018-08-07,comment_risk,comment_risk,comment_risk,True,421,386,tr_6eb0f895b7ed4f6182b5bcf46c489103,SUCCESS,SUCCESS,True,715.3,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1970,62057.77,370,0.0763,51,10,,,,
251,9,2018-08-07,product_optimization,product_optimization,product_optimization,True,422,387,tr_34652ec19d4d4a70bb93f5347308622b,SUCCESS,SUCCESS,True,558.5,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1902,62057.77,370,0.0763,51,10,,,,
252,9,2018-08-07,ad_anomaly,ad_anomaly,ad_anomaly,True,423,388,tr_4bc72877f1194bc385b9309df9c26d37,SUCCESS,SUCCESS,True,548.5,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,62057.77,370,0.0763,0,0,,9.0897,,
253,10,2018-08-01,daily_review,daily_review,daily_review,True,424,389,tr_026d05af6746462fbf0117ea74a8d45d,SUCCESS,SUCCESS,True,698,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2961,48850.81,311,0.0116,58,10,,9.1229,,
254,10,2018-08-01,comment_risk,comment_risk,comment_risk,True,425,390,tr_e509af7c337e4043982b38b95c38ebc9,SUCCESS,SUCCESS,True,551.6,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1975,48850.81,311,0.0116,58,10,,,,
255,10,2018-08-01,product_optimization,product_optimization,product_optimization,True,426,391,tr_87be7eff1bf941d199b60abc7f76a2d2,SUCCESS,SUCCESS,True,682.9,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1907,48850.81,311,0.0116,58,10,,,,
256,10,2018-08-01,ad_anomaly,ad_anomaly,ad_anomaly,True,427,392,tr_14bf1abd530e40bf95dd728ecc94b0b4,SUCCESS,SUCCESS,True,555.5,1000,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1063,48850.81,311,0.0116,0,0,,9.1229,,
257,10,2018-08-02,daily_review,daily_review,daily_review,True,428,393,tr_942c9b1a54b54ee7be7bed45bf122c1e,SUCCESS,SUCCESS,True,856.5,0,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2997,45932.7,302,0.0074,59,10,,8.9793,,
258,10,2018-08-02,comment_risk,comment_risk,comment_risk,True,429,394,tr_e778a1da60c049c182f2143a4b3e15d0,SUCCESS,SUCCESS,True,583.4,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2016,45932.7,302,0.0074,59,10,,,,
259,10,2018-08-02,product_optimization,product_optimization,product_optimization,True,430,395,tr_eed47de2848144e4b3317464057300f6,SUCCESS,SUCCESS,True,559.7,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1947,45932.7,302,0.0074,59,10,,,,
260,10,2018-08-02,ad_anomaly,ad_anomaly,ad_anomaly,True,431,396,tr_cb09cfdcd6fa439d8afdec4b5f29fff8,SUCCESS,SUCCESS,True,545.9,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1061,45932.7,302,0.0074,0,0,,8.9793,,
261,10,2018-08-03,daily_review,daily_review,daily_review,True,432,397,tr_ba53da11041b4f6499f4dd4fb22f9f09,SUCCESS,SUCCESS,True,701.6,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2919,49517.59,314,0.0062,50,10,,9.6186,,
262,10,2018-08-03,comment_risk,comment_risk,comment_risk,True,433,398,tr_375c925a028c4ed19989826b76bb6fb3,SUCCESS,SUCCESS,True,525.9,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1934,49517.59,314,0.0062,50,10,,,,
263,10,2018-08-03,product_optimization,product_optimization,product_optimization,True,434,399,tr_f9dd4cee5bb847cc914e7c051e941061,SUCCESS,SUCCESS,True,501.9,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1866,49517.59,314,0.0062,50,10,,,,
264,10,2018-08-03,ad_anomaly,ad_anomaly,ad_anomaly,True,435,400,tr_4d04826a0b424dd4ae81d750405a5a61,SUCCESS,SUCCESS,True,511.1,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1062,49517.59,314,0.0062,0,0,,9.6186,,
265,10,2018-08-04,daily_review,daily_review,daily_review,True,436,401,tr_a4db04b4d63e4b749afa952ab48f03dd,SUCCESS,SUCCESS,True,687.1,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,3016,41239.97,245,0.004,66,10,,9.6852,,
266,10,2018-08-04,comment_risk,comment_risk,comment_risk,True,437,402,tr_cfd1a13cd8964cea8b48a608e2342d82,SUCCESS,SUCCESS,True,743.5,1000,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,2030,41239.97,245,0.004,66,10,,,,
267,10,2018-08-04,product_optimization,product_optimization,product_optimization,True,438,403,tr_72b8c7eb07be4064bae863750d472dc9,SUCCESS,SUCCESS,True,619.3,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1962,41239.97,245,0.004,66,10,,,,
268,10,2018-08-04,ad_anomaly,ad_anomaly,ad_anomaly,True,439,404,tr_606da4675f0a4276bd774e4052267776,SUCCESS,SUCCESS,True,567.2,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1065,41239.97,245,0.004,0,0,,9.6852,,
269,10,2018-08-05,daily_review,daily_review,daily_review,True,440,405,tr_e7404b4c27584c9e91920c3ccb8e0e73,SUCCESS,SUCCESS,True,680.4,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2983,42272.07,276,0.0046,27,10,,8.5506,,
270,10,2018-08-05,comment_risk,comment_risk,comment_risk,True,441,406,tr_86b1554332f341b88b1f7ce545c88d36,SUCCESS,SUCCESS,True,498.3,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1996,42272.07,276,0.0046,27,10,,,,
271,10,2018-08-05,product_optimization,product_optimization,product_optimization,True,442,407,tr_481614c9ec4142ecaa0cc40bae19f0a0,SUCCESS,SUCCESS,True,566.2,1000,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1928,42272.07,276,0.0046,27,10,,,,
272,10,2018-08-05,ad_anomaly,ad_anomaly,ad_anomaly,True,443,408,tr_15347c58e1034938bf24c5b6560ef616,SUCCESS,SUCCESS,True,510,0,4,4,order.query_summary;ad.query_performance;report.query_external_metrics;report.generate_daily_review,1066,42272.07,276,0.0046,0,0,,8.5506,,
273,10,2018-08-06,daily_review,daily_review,daily_review,True,444,409,tr_ffe7bfb6ae7847e1bb7569aafa350f64,SUCCESS,SUCCESS,True,662.1,1000,6,6,order.query_summary;comment.query_negative;product.query_candidates;ad.query_performance;report.query_external_metrics;report.generate_daily_review,2337,65860.43,372,0.0415,2,2,,9.2969,,
274,10,2018-08-06,comment_risk,comment_risk,comment_risk,True,445,410,tr_8603175d19954d27a70583801c0fa20a,SUCCESS,SUCCESS,True,515,0,4,4,order.query_summary;comment.query_negative;product.query_candidates;report.generate_daily_review,1367,65860.43,372,0.0415,2,2,,,,
275,10,2018-08-06,product_optimization,product_optimization,product_optimization,True,446,411,tr_3b47791b85d048f5ba12f0df97fe3aef,SUCCESS,SUCCESS,True,795.4,0,4,4,order.query_summary;product.query_candidates;comment.query_negative;report.generate_daily_review,1376,65860.43,372,0.0415,2,2,,,,
